Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Codigos_CPV,Observaciones,Enlace HTML
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",300838.,24/12/2024,Contratación,Suministro de publicaciones periódicas en formato electrónico y papel para el año 2025 destinado a la biblioteca del CIEMAT.,Abierto,Comunidad de Madrid,22000000 Impresos y productos relacionados,22211000 (Revistas especializadas).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47134
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Dirección General del Centro para el Desarrollo Tecnológico y la Innovación, E",17/2024 AB (DCCPI/OCPI).,24/12/2024,Licitación,"Servicio, financiado con Fondos Europeos de Desarrollo Regional (FEDER) de asistencia técnica especializada para el desarrollo de nuevos instrumentos en compra pública innovadora para el CDTI, E.P.E.",Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección 72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad","79411000 (Servicios generales de consultoría en gestión), 71356200 (Servicios de asistencia técnica) y 72224000 (Servicios de consultoría en gestión de proyectos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47135
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Barcelona,2024/080052.,24/12/2024,Contratación,Servicios de distribución de seguros y la contratación simultánea de seguro para los vehículos pertenecientes a la Dirección provincial de la Tesorería General de la Seguridad Social de Barcelona para el ejercicio 2025.,Abierto,Cataluña,66000000 Servicios financieros y de seguros,66518000 (Servicios de corretaje y de agencias de seguros) y 66514110 (Servicios de seguros de automóviles).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47136
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Burgos,2024/090017.,24/12/2024,Contratación,"Mantenimiento integral de las instalaciones, equipos o sistemas, situados en los centros de trabajo de la TGSS en Burgos capital y provincia para el período 01/01/2025 a 31/12/2025.",Abierto,Castilla y León,50100000 Servicios de reparación y mantenimiento,50000000 (Servicios de reparación y mantenimiento).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47137
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Girona,2024/170018.,24/12/2024,Licitación,"Servicio de mantenimiento integral en las dependencias de la Dirección Provincial de la Tesorería General de la Seguridad Social de Girona, Administración y URE 17/03 de Figueres y Edificio de Ripoll, para el periodo del 1 de abril de 2025 al 31 de marzo de 2026.",Abierto,Cataluña,50500000 Servicios de reparación y mantenimiento 50700000 Servicios de reparación y mantenimiento,"50000000 (Servicios de reparación y mantenimiento), 50500000 (Servicios de reparación y mantenimiento de bombas, válvulas, grifos, contenedores metálicos y maquinaria) y 50710000 (Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47138
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES","Junta de Contratación del Ministerio de Inclusión, Seguridad Social y Migraciones",202403JC0004.,24/12/2024,Contratación,"Servicio de sensibilización y mediación, dirigido a los residentes del Centro de Acogida a Refugiados (CAR) de Mislata con tramitación ordinaria del expediente mediante procedimiento abierto y para un período de 12 meses prorrogables a un máximo de 48 meses más.",No disponible,Comunidad Valenciana,"98000000 Otros servicios comunitarios, sociales o personales",No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47139
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección provincial de Barcelona,08/VC-174/24 (reg. nº 03/25).,24/12/2024,Contratación,"Ejecución del Servicio de ingeniería de asistencia técnica para el seguimiento y control de los contratos de mantenimiento de las instalaciones, así como para la elaboración de informes y presupuestos para obras, instalaciones y reparaciones de la Dirección Provincial del INSS de Barcelona.",Abierto,Cataluña,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47140
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Dirección General de Gestión Migratoria,202350000141.,24/12/2024,Contratación,"Contratación de la ejecución de la obra del edificio de nueva planta destinado a Centro de Acogida De Protección Internacional (CAPI) en Soria, por procedimiento abierto y tramitación urgente del expediente, con cargo a la Inversión 5 del Componente 22, del plan de recuperación, transformación y resiliencia (PRTR), financiado por la Unión Europea - Next Generation EU.",Abierto,Castilla y León,45000000 Trabajos de construcción,45000000 (Trabajos de construcción) y 45215210 (Trabajos de construcción de centros de acogida).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47141
UNIVERSIDADES,Rectorado de la Universidad Nacional de Educación a Distancia,AM 47/2024.,24/12/2024,Contratación,"Contrato privado de seguros con mediación para la UNED, por.",Abierto,Comunidad de Madrid,66000000 Servicios financieros y de seguros,4.1) CPV principal: 66510000 (Servicios de seguros). 4.2) CPV Lote 1: 66510000 (Servicios de seguros). 4.3) CPV Lote 2: 66510000 (Servicios de seguros).,Varias adjudicaciones.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47142
UNIVERSIDADES,Rectorado de la Universidad Nacional de Educación a Distancia,AM 22/2024.,24/12/2024,Contratación,"Contrato de obras para la rehabilitación parcial del edificio de las Facultades de Derecho y Ciencias Políticas y Sociología de la UNED, en el marco del Plan de recuperación Trasformación y Resilencia- Financiado por la EU- NextGenerationEU.",Abierto,Comunidad de Madrid,45000000 Trabajos de construcción,45200000 (Trabajos generales de construcción de inmuebles y obras de ingeniería civil).,Reforma.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47143
"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",Subdirección General de Gestión Económica,MPR20240203.,26/12/2024,Contratación,Mantenimiento del sistema de almacenamiento del sistema de difusión audiovisual de medios.,Abierto,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",72317000 (Servicios de almacenamiento de datos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47224
"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES","Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes",MPR20240110.,26/12/2024,Contratación,"Servicio de atención personalizada y mantenimiento del software de gestión de los equipos multifunción del ministerio de la Presidencia, Justicia y Relaciones con las Cortes.",Abierto,Comunidad de Madrid,50300000 Servicios de reparación y mantenimiento,50310000 (Mantenimiento y reparación de máquinas de oficina).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47225
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Estado Mayor de la Defensa,2024/SP02002001/00002507E.,26/12/2024,Licitación,Servicio de mantenimiento integral de las infraestructuras del CG-EMAD.,Abierto,Comunidad de Madrid,50700000 Servicios de reparación y mantenimiento,50700000 (Servicios de reparación y mantenimiento de equipos de edificios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47226
MINISTERIO DE DEFENSA,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire y del Espacio,2024/EA02/00001264E.,26/12/2024,Contratación,202440A1 Acuerdo Marco para la renovación de plataformas y bateas de municionamiento.,Negociado sin publicidad,Nacional,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",35820000 (Equipo de apoyo).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47227
MINISTERIO DE DEFENSA,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire y del Espacio,2024/EA02/00000754E.,26/12/2024,Contratación,202463A2 Acuerdo Marco para la Adquisición de vehículos polivalentes.,Abierto,Nacional,34000000 Equipos de transporte y productos auxiliares,34100000 (Vehículos de motor).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47228
MINISTERIO DE DEFENSA,Intendente de Cartagena,2024/AR44U/00002747E.,26/12/2024,Contratación,JAT. TA. Suministro autobomba urbana pesada (BUP) PAN4.,Abierto,Región de Murcia,"34000000 Equipos de transporte y productos auxiliares 35000000 Equipo de seguridad, extinción de incendios, policía y defensa","34144210 (Vehículos de extinción de incendios) y 35110000 (Equipo de extinción de incendios, salvamento y seguridad).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47229
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 62 - Base Aérea de Cuatro Vientos,2024/EA62/00001006E.,26/12/2024,Contratación,"Servicio de dos cocineros (C.M.U. ""Barberán y Collar"").",No disponible,Comunidad de Madrid,55000000 Servicios comerciales al por menor de hostelería y restauración,No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47230
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 62 - Base Aérea de Cuatro Vientos,2024/EA62/00001207E.,26/12/2024,Contratación,Suministro de máquina de electroerosión por penetración.,Abierto,Comunidad de Madrid,43000000 Maquinaria para la minería y la explotación de canteras y equipo de construcción,43700000 (Maquinaria para la metalurgia y sus partes).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47231
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00001142E.,26/12/2024,Contratación,Suministro de repuestos y herramientas para ametralladoras embarcadas en helicóptero.,Negociado con publicidad,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",35321300 (Ametralladoras).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47232
MINISTERIO DE DEFENSA,Intendente de San Fernando,2024/AR43U/00001414E.,26/12/2024,Contratación,AM suministro de sistemas de vigilancia por cámara térmica náutica multiespectral con reconocimiento inteligente de obstáculos para buques apoyados por el Arsenal de Cádiz.,Abierto,Andalucía,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",32323500 (Sistema de vigilancia por vídeo).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47233
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Oeste,2024/ETSAE0427/00005815E.,26/12/2024,Licitación,Concesión servicio cafeteria RLM General González del Vallés desde el 01FEB25 o fecha de formalización si es posterior hasta el 31ENE26 (prorrogable un año).,Restringido,País Vasco,55000000 Servicios comerciales al por menor de hostelería y restauración,No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47234
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base),2024/EA22/00002487E.,26/12/2024,Licitación,APO 365 2024 - Suministro de pan y artículos relacionados para el comedor de servicio y cafeterías pertenecientes a SEINT)de la Agrupación BA de Torrejón.,Abierto,Comunidad de Madrid,"15000000 Alimentos, bebidas, tabaco y productos afines",15811100 (Pan).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47235
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base),2024/EA22/00002556E.,26/12/2024,Licitación,PER 060 2024 - Mantenimiento preventivo medios de seguridad ABAT (T.A.).,Abierto,Comunidad de Madrid,50700000 Servicios de reparación y mantenimiento,50700000 (Servicios de reparación y mantenimiento de equipos de edificios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47236
MINISTERIO DE DEFENSA,Intendente de Rota,2024/AR46U/00001943E.,26/12/2024,Contratación,A.M. Servicio de gestión de residuos del punto limpio de la Base Naval de Rota.,Abierto,Andalucía,"90000000 Servicios de alcantarillado, basura, limpieza y medio ambiente",90500000 (Servicios relacionados con desperdicios y residuos).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47237
MINISTERIO DE DEFENSA,Intendente de San Fernando,2024/AR43U/00001936E.,26/12/2024,Contratación,"ACUERDO MARCO - Suministro abierto de gases industriales y refrigerantes para buques, aeronaves y dependencias apoyadas por el servicio de Repuestos y Pertrechos del Arsenal de Cádiz (3 Lotes prorrogables).",Abierto,Andalucía,24000000 Productos químicos,4.1) CPV principal: 24100000 (Gases). 4.2) CPV Lote 1: 24100000 (Gases). 4.3) CPV Lote 2: 24100000 (Gases). 4.4) CPV Lote 3: 24100000 (Gases).,Lote 1. Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47238
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base),2024/EA22/00002641E.,26/12/2024,Licitación,Expediente ID 006 2024 servicio de mantenimiento y control de vegetación.,Abierto,Comunidad de Madrid,"77000000 Servicios agrícolas, forestales, hortícolas, acuícolas y apícolas",77311000 (Servicios de mantenimiento de jardines y parques).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47239
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00002273E.,26/12/2024,Licitación,"Adquisición de botiquines de combate, destinada a cubrir las necesidades en operaciones de mantenimiento de la paz.",Abierto,Comunidad de Madrid,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33141623 (Botiquines de primeros auxilios).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47240
MINISTERIO DE DEFENSA,Dirección General del INTA,582024050100.,26/12/2024,Contratación,Suministro diverso material para labores de mantenimiento.,Abierto,Comunidad de Madrid,43000000 Maquinaria para la minería y la explotación de canteras y equipo de construcción,4.1) CPV principal: 43800000 (Equipo de talleres). 4.2) CPV Lote 1: 43800000 (Equipo de talleres). 4.3) CPV Lote 2: 43800000 (Equipo de talleres). 4.4) CPV Lote 3: 43800000 (Equipo de talleres). 4.5) CPV Lote 4: 43800000 (Equipo de talleres). 4.6) CPV Lote 5: 43800000 (Equipo de talleres). 4.7) CPV Lote 6: 43800000 (Equipo de talleres). 4.8) CPV Lote 7: 43800000 (Equipo de talleres). 4.9) CPV Lote 8: 43800000 (Equipo de talleres).,Lote 6.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47241
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 22 - Base Aérea de Torrejón (Agrupación de Base),2024/EA22/00001400E.,26/12/2024,Contratación,Suministro con instalación de dos convertidores para tareas de mantenimiento en el barracón de alerta del Ala 12.,Abierto,Comunidad de Madrid,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación",31121110 (Convertidores de potencia) y 31224400 (Cables de conexión).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-47242
